,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
HM13,10.6447045,20.88816496,26.54581853,51.02338629,18.86712423,12.03697938,15.75894907,29.23699443,23.38877269,19.13701797
HM13-AS1,0.528601468,0.209198865,0.037177049,0.183024563,0,0,0.087138954,0.04215862,0.157012067,0.028725049
HMBOX1,1.235710369,1.494055363,2.518394843,1.108956696,1.668803539,2.824386067,2.98246664,1.205733986,1.359891597,3.129454176
HMBS,8.891827387,4.785319358,6.459378832,9.411410032,2.256670907,5.374341172,3.434694606,6.781244279,4.017921057,3.036197721
HMCES,15.77197433,11.31337638,21.82463788,15.93166013,11.40867455,22.15788496,24.63565071,29.43070074,23.33300591,15.6919583
HMCN1,2.34728999,18.95390808,2.317091267,1.215864709,2.850432911,1.467265396,3.243009903,0.965366362,1.218073149,3.340960158
HMCN2,0.161394016,0.083728859,0.075885874,0.058895386,0.089305014,0.011774129,0.038363734,0.4839287,0.075410206,0.286270084
HMG20A,4.869334584,5.073461812,2.705784321,0.338259577,3.590427602,5.000701549,4.793703962,2.578957934,2.703989092,4.141790407
HMG20B,31.43754393,9.330113884,22.05399052,41.51250481,13.00088283,8.593815912,13.07678486,17.33375101,20.86188441,12.73184711
HMGA1,142.0570769,118.2660127,59.20276559,49.63791313,22.71061775,91.64739277,64.71297444,61.23540439,133.4474709,93.99175336
HMGA2,0.051942873,0.097407924,0.001180262,0.080184792,0.002393161,0.010117625,0.062705198,0.009368886,0.003738504,0.184211052
HMGA2-AS1,0.026523324,0.209129513,0.120534243,0.124613243,0.081467156,0.073520584,0.233078285,0.047839866,0.038179463,0.332944881
HMGB1,37.71232816,30.23602145,27.0751646,12.47632209,25.97464649,30.14419846,33.76286374,37.30715239,28.49011204,29.50084426
HMGB2,170.8204012,18.39115594,37.97074922,15.6808718,14.62076073,36.13196545,87.09524293,45.68854969,29.89535223,39.16329637
HMGB3,19.3057081,10.64729233,35.31429831,13.46433322,3.023037298,26.98243703,27.19352599,27.72993582,35.88789438,12.65853584
HMGB4,0,0,0,0,0,0,0,0,0,0
HMGCL,5.099323839,2.965166518,1.831452628,11.94269238,4.499691053,5.368886427,4.90525469,3.9715387,2.561332193,9.64241697
HMGCLL1,0.20001902,0.113664717,0,0.026103878,0.017918956,0.222274335,0.45570042,0.21474547,0.003998901,0.462365562
HMGCR,7.779438918,7.41061032,19.0278599,2.122631416,6.004260791,8.353867841,7.982839508,5.741841223,7.628474869,11.33668357
HMGCS1,20.77480535,12.768546,16.0685501,1.244839501,5.968557238,10.83289805,16.73505274,8.632932304,12.83458446,29.98110653
HMGCS2,0.411731698,0.066315471,0.254556506,0.062659751,0.186388202,0.004662711,1.276173872,0.224518017,2.105372429,0
HMGN1,19.81673826,19.52930037,55.2335604,23.84301373,22.57806456,64.76999256,53.98611725,28.74946016,36.9410049,18.4130376
HMGN2,79.34286059,45.43870493,86.2243794,84.53358181,46.69069888,69.78646255,78.32104034,76.63665833,55.61803603,67.55667731
HMGN3,49.18689532,59.41055203,56.15230334,38.11210359,63.16924093,77.40070841,64.81290535,55.40178986,66.10254487,37.88689422
HMGN3-AS1,1.349546051,1.080316382,0.357914282,0.170127109,1.313813438,1.485253798,1.557290826,0.321899523,0.384415746,0.929761371
HMGN4,44.56890413,44.12760502,25.81385796,7.025040126,47.94355387,99.12071718,47.75057348,54.74290169,23.47361217,61.83127567
HMGN5,1.431618556,4.276540866,8.510389793,1.266914811,1.846144044,1.607639358,4.503309388,2.346556459,5.084695425,2.912798389
HMGXB3,11.20631253,6.159636722,11.70947057,10.35461975,7.665083458,8.014217023,8.837876724,6.198165271,6.705741466,10.00729688
HMGXB4,5.111272676,7.329727724,7.297862217,0.992446578,3.518835845,6.568755607,5.874436438,3.988559216,4.097175781,6.433908678
HMHB1,0.03205433,0.029600187,0,0.83905323,0.06399627,0.062436611,0.03698867,0.107372735,0.199945054,0
HMMR,5.231892118,2.601928597,7.981277767,1.27790763,1.289290701,7.693408733,7.199258298,3.142616632,2.491998118,3.108369902
HMOX1,31.70619739,15.29393026,34.65836223,34.8320476,9.676555287,188.1815048,30.59838163,28.67320802,38.02231642,19.27385063
HMOX2,17.05003029,7.959227184,27.44430759,25.46462771,7.194847682,5.341268518,8.152213251,15.41955133,16.20393097,10.25809121
HMSD,0.088522643,0.093423055,0.074710591,0.153251732,0.029455817,0.151900577,0.335634182,0.105901876,0.059161824,0.370405565
HMX1,0.034446444,0.005301526,0.491798262,0.008348788,0.017193028,0.005591338,0,0,0.044763818,0.006551562
HMX2,0.007560727,0,0,0,0,0.007363532,0,0.025326247,0.094322974,0
HMX3,0.020986978,0,0,0,0,0,0,0.017575077,0.098182738,0
HNF1A,0.004896127,0.00452127,0.007231335,0.003560024,0.002443772,0.002384214,0.008474731,0.065602435,0.003817567,0.002793665
HNF1A-AS1,0,0.002945445,0,0,0,0.00621292,0,0,0.014922046,0.018199726
HNF1B,0.010322763,0.003812973,0,0.009006945,0,0.004021412,0.004764726,0.010373481,0.012878044,0.002356013
HNF4A,0.005050826,0,0.004973212,0,0.001680657,0,0.001942778,0,0,0.00192129
HNF4A-AS1,0,0,0,0,0,0,0,0,0,0
HNF4G,0.220258468,0.326378087,0.113480506,0.193672434,1.871471436,1.09751246,0.085706582,2.470779339,0.151768531,4.144404095
HNMT,3.672471875,10.16912045,5.496684592,5.980400707,6.807609912,14.26642425,11.88614904,7.416575252,9.706331828,7.052808734
HNRNPA0,28.38965983,9.606661522,22.21508492,16.52541908,12.55764344,11.58393038,22.10957719,19.60912106,13.63384219,9.666459437
HNRNPA1,117.7885419,73.45914283,159.8039444,52.11784163,96.67701459,123.2536212,99.12713847,154.2706494,109.1005117,64.67535194
HNRNPA1L2,1.181421898,1.019245216,1.020374804,0.707431573,1.012037986,1.098851173,1.655755881,0.71206203,0.82873274,1.866031048
HNRNPA1P33,0.131645591,0.040522181,0.09721699,0.031906956,0.021902467,0.277792835,0.531687413,0.367478879,0,0.20030729
HNRNPA2B1,97.61723069,76.26584441,110.2683806,38.59815465,63.73223942,116.5796924,97.74355984,116.7604808,96.53870093,70.38920958
HNRNPA3,55.82955747,43.79473455,39.05912131,20.03602926,30.20802137,54.08730534,59.39258491,36.84011394,47.07527838,58.64253647
HNRNPAB,108.8374592,30.28604525,169.3619838,73.76110086,47.07377249,55.4568854,86.45756822,107.9240574,76.28149017,51.68817927
HNRNPC,60.86394973,40.69940205,92.52705835,21.97250318,41.41935936,71.45789387,59.61879349,71.23638149,73.23881477,45.22415986
HNRNPCL1,0.010248845,0,0.015137033,0,0.020461755,0.00998154,0.035479557,0,0.015982286,0
HNRNPCL2,0.010722006,0.019802215,0.015835869,0,0.010703209,0.01044236,0,0,0.016720144,0
HNRNPCL3,0,0,0.015835869,0,0,0,0,0,0,0.01223567
HNRNPCL4,0,0,0.020611765,0,0,0,0,0,0,0
HNRNPD,36.62508194,17.78321206,27.70035267,16.45622845,20.24119229,42.20210464,35.59356017,33.31683219,29.57708914,24.9964582
HNRNPDL,48.19247942,27.0545273,29.6530283,14.88272454,23.19011647,46.59622833,29.30475375,29.45887454,27.37947384,32.58717219
HNRNPF,74.43210548,80.87910216,162.6940823,14.46620968,57.6780889,116.0936323,98.77933034,100.5935644,109.4919525,75.25892948
HNRNPH1,33.91169591,20.46564395,20.20272628,12.45622314,18.98955639,33.61397448,26.41009799,12.22581298,14.04778519,32.00479455
HNRNPH2,23.26114818,41.81000391,46.96595209,14.12337073,43.87604974,60.10092549,61.4085807,42.25124365,57.10927245,35.33436816
HNRNPH3,19.20897341,18.61622009,20.38223947,7.395786521,14.81197413,27.08361431,26.72073119,19.96713211,13.85035357,20.68944473
HNRNPK,103.6553545,86.71102045,137.5874762,31.68692016,94.26177492,193.2633111,133.6959472,127.5149698,125.5952084,130.4757927
HNRNPKP3,0,0,0,0,0,0,0.011304138,0,0,0
HNRNPL,33.59177248,25.27419375,26.99084851,16.92884097,19.96480957,36.19371885,29.8316203,29.31393725,27.79450243,23.88180992
HNRNPLL,7.89695736,6.998737484,4.229521745,2.027818218,5.092905902,10.73500701,5.949561759,5.527185107,6.283736657,8.333542494
HNRNPM,55.69683655,31.09886081,46.55642688,46.64980524,32.95285794,45.60884319,44.6248609,36.9273464,35.72256665,29.39166508
HNRNPR,25.19089061,25.57718143,24.01942055,6.28226116,14.08165774,31.91503928,22.07492038,14.61338467,15.5442761,20.61326167
HNRNPU,54.66770828,72.37153558,62.70112166,17.99259104,38.46435169,78.52395386,79.13581366,61.09377058,66.1209438,51.16531494
HNRNPUL1,55.30240535,42.38757578,45.91711627,18.66853897,34.08439561,49.873254,52.01058189,44.47328465,26.90723212,47.48948558
HNRNPUL2,20.68530779,16.15529307,11.77052916,9.986419047,11.34246524,12.26414048,13.25906517,12.99329779,11.94547986,15.71578717
HNRNPUL2-BSCL2,0.43993186,0.048295431,0.531619726,0.017895328,0.307105318,0.06891279,0.259151815,0.154578094,0.095949639,0.193091772
HOGA1,0.071218107,0.019181606,0.008765466,0.01726114,0,0.028900263,0.140392871,0.03976001,0.208235929,0.04063611
HOMER1,2.298161082,3.123286247,1.831546608,0.404301676,1.699135276,0.898015811,3.985977024,1.768771267,0.739218375,1.100168424
HOMER2,1.527187465,0.645531996,6.311166785,0.314480693,5.590986051,0.792657966,2.588285049,1.211524187,1.717525975,2.031656076
HOMER3,21.79769382,8.964964053,7.527896201,68.52349777,4.183134306,3.093294348,14.27006044,31.80291297,9.473959939,3.472641793
HOMEZ,2.268709795,2.193601685,6.882221558,1.313212814,2.913067638,2.486813881,4.666106742,2.238878682,6.95089074,2.819970297
HOOK1,1.98165769,5.414127293,4.172317866,0.103298652,3.70727606,4.851540854,3.438468557,2.791246237,2.90846384,8.833653751
HOOK2,10.13050435,3.113840133,3.645081601,4.229768395,6.835446939,2.959684238,4.11547759,1.968006887,6.226188183,3.63793808
HOOK3,2.426258454,5.813670747,5.337047006,0.987130078,4.03989776,6.855466176,5.360131319,1.972335049,3.471413258,7.898305262
HOPX,0.84461692,2.57149378,1.737529557,0.313991114,7.678561831,0.572100714,1.58836116,1.587449035,1.673627532,1.563545923
HORMAD1,10.96793882,16.68815443,0.045354454,0,0.045981519,3.155216606,0.608305985,9.120566018,0.015962349,9.292332228
HORMAD2,0,0.017656655,0,0,0,0.004655468,0.016547941,0.008006045,0.022362787,0.016364911
HOTAIR,10.84239563,0.414994161,3.374610206,0.185739685,0,2.745867123,0.524039334,0.879449549,0.575399142,0.680194135
HOTAIRM1,3.653165147,0.896553245,0.935713529,10.84038826,3.556413017,1.282120779,2.27866034,4.161698304,0.859656812,1.521083484
HOXA1,0.305418808,0.479012393,0.372326905,0.655644588,1.093708599,0.594906061,0.906258847,0.73076048,0.294838237,0.52556996
HOXA10,0.72385543,0.720561327,0.990632474,1.40513689,0.338090894,0.546518249,0.977051689,3.425731887,11.9041471,0.572168561
HOXA10-AS,0.148837518,0.082465332,0.18685176,0.205620461,0.089145952,0.028991123,0.103049452,0.348993847,3.493115051,0.135879552
HOXA11,0.314791028,0.477914066,0.212764882,1.699200993,0.053260875,0.140299693,0.437130087,2.564658511,4.659317784,0.267901233
HOXA11-AS,0.088613685,0.159761857,0.043625999,1.712048277,0.029486111,0.036986789,0.146077985,1.095444838,1.046267162,0.105939003
HOXA13,0.041142483,0.183258096,0.003574435,0.197087874,0.00724771,0.0188562,0.044683128,0.064854314,0.501946216,0.013809033
HOXA2,0.135207199,0.129479742,0.133129532,0.233032413,1.104755783,0.073155996,0.514289992,0.94774567,0.156181654,0.091434003
HOXA3,0.560273362,0.440826931,0.164654786,1.488186067,2.727971037,0.222718612,1.47446152,1.747487521,0.989602648,0.326208749
HOXA4,0.288874283,0.312301454,0.208123379,2.233633022,1.18160485,0.178410739,1.016288599,0.519224307,0.516400736,0.281413397
HOXA5,0.526389561,1.092033598,0.639000954,3.575766001,1.713165517,0.828684157,2.596097616,3.816355345,4.812737198,1.34129317
HOXA6,0.143683223,0.203446574,0.042442593,0.083578843,0.095620885,0.06530335,0.607938303,0.529426964,0.92612682,0.317003823
HOXA7,0.260369971,0.165004773,0.233748192,0.103939125,0.178372017,0.084526378,0.465403694,0.350575765,2.754614238,0.209736936
HOXA9,0.333221111,0.435295712,0.348106792,0.206831653,0.275845261,0.387853176,0.862816606,1.109388284,3.174829098,0.588944103
HOXA-AS3,0.022691049,0.034287999,0.015233431,0.035997591,0.024710475,0.012054127,0.107116512,0.145107044,0.386017601,0.058850967
HOXB1,0.019917254,0,0,0,0,0,0,0,0,0
HOXB13,3.01064771,0.016392373,0,1.899950166,0,0.00691539,0.008193625,0.124870743,0,0.004051499
HOXB2,10.61744796,2.783228504,7.229806147,8.260268329,1.725269297,2.1810049,3.806286198,5.886379249,9.884954816,2.651767117
HOXB3,7.896095832,1.086949341,3.930455786,1.243575317,0.367497892,0.92288278,1.211577394,0.981561912,1.055503936,0.885444997
HOXB4,2.932241725,0.511294573,2.883957406,0.709893674,0.320509398,0.421185378,0.971609771,1.059037547,1.685988641,0.672978113
HOXB5,3.540079585,0.356420473,3.910256915,0.999792972,1.673623169,0.158584709,0.514977981,0.535338045,0.592487844,0.509282021
HOXB6,4.561464114,0.362295371,7.728414704,3.052040013,2.972729945,0.294631749,0.861818976,0.981693576,1.00248949,0.544816214
HOXB7,20.27579027,2.893689446,3.652572108,15.15860216,1.680655961,3.451992726,5.252003889,5.747533204,5.15041711,1.985637777
HOXB8,5.887369262,0.166257508,0.159547727,0.890190068,0.179726238,0.081828186,0.290859716,1.085558767,0.168456877,0.116426781
HOXB9,12.32793886,0.184963894,0.331050029,6.456689611,0.1332987,0.269389422,0.467768386,3.059186918,0.312351205,0.103403497
HOXB-AS1,1.642234414,0.364543671,1.072816611,2.548913469,0.2916161,0.330645708,1.138842965,0.621508377,0.726420005,0.711787908
HOXB-AS3,0.990885971,0.089125496,7.859127178,0.130996985,0.321152216,0.037599046,0.089097644,0.096989067,0.140473682,0.168881663
HOXC10,13.66067264,0.892348482,22.06350224,3.923980671,0.316275001,5.78048911,2.053466266,18.80252742,24.44013062,8.291742186
HOXC11,5.285459593,0.066144858,0.673730117,0.603056125,0,0.800412491,0.321920386,2.85397716,2.151690485,1.720863549
HOXC12,5.351679456,0.047715323,0.010902295,0.096610627,0,0.003594552,0.136286891,2.478813076,1.168374579,4.77624775
HOXC13,3.540766544,1.397939972,4.329185311,1.093343265,0.010142207,0.776759883,2.643766366,3.939334149,1.726970739,2.521769993
HOXC13-AS,0.970371992,0.557021693,2.530679772,1.207728134,0.026180292,0.187309833,3.369331618,0.863862458,0.763426572,0.718289423
HOXC4,3.749121498,0.729956895,3.162245711,1.123253645,0.500509541,0.712670952,1.761773767,1.929162973,4.712393093,1.876309627
HOXC5,0.061373831,0.056674928,0.090646091,0.079334304,0.027229438,0.01992437,0.031476231,0.022842731,0.170147149,0.140076386
HOXC5,0.053170033,0.01636641,0,0.07732096,0.017692273,0.008630547,0.01022581,0.01484202,0.04145729,0.020225412
HOXC6,2.666920262,2.026057518,1.73065466,2.143931116,0.94410768,1.6153092,2.632088712,2.026614875,3.188276394,2.356963259
HOXC8,2.554300793,2.689683869,2.771687779,0.720161445,1.125304443,2.157682349,3.834759779,3.677843007,2.032263126,2.461306313
HOXC9,8.716639552,1.089935638,5.402983318,5.63966372,1.127005182,1.934902761,4.432824487,4.91139133,5.967627498,1.121046771
HOXC-AS1,8.004919186,0.172801089,1.320476042,3.900463664,0.332088751,1.235232409,1.367581113,2.159062562,1.848140774,0.332181895
HOXC-AS2,1.077580945,0.143619678,0.508634378,0.751210112,0.133075276,0.373267248,0.78837946,2.558339533,0.770907286,0.405676497
HOXC-AS3,0.756189381,0.007311979,0.233896136,0.224539173,0,0.104107877,0.0776655,0.556998221,0.592696565,0.239455478
HOXD1,0.093485034,0.069062106,0.174892134,0.09063191,0.049771276,0.054628083,0.208559916,0.093944347,0.583130893,0.099570472
HOXD10,0.909904787,0.202671114,0.445710286,0.804560205,0.068465549,0.133593937,0.342955875,1.370797234,0.877024964,0.245240635
HOXD11,0.326680717,0.021547814,0,1.077381462,0.005823357,0.005681436,0.148094923,0.0977041,0.482142387,0.12648551
HOXD12,0.009144772,0,0.040519117,0,0,0.044531312,0,0.01531617,0,0
HOXD13,0.104405532,0.020297271,0.12173824,3.284294072,0,0.058868805,0.031704575,0.082830396,0.085690738,0.112874052
HOXD3,0.16305427,0.067276185,0.071734521,0.0252252,0.051947367,0.084468921,0.104085368,0.139451399,0.205580484,0.087098104
HOXD4,0.26904618,0.0931678,0.086924208,0.13449305,0.067143627,0.917101694,0.853771279,0.070408351,0.380223382,0.153514194
HOXD8,2.589121757,1.850456397,1.092572532,4.071541172,1.201153263,1.623304384,2.193488657,3.089590206,21.34856469,1.485333033
HOXD9,4.824810906,1.373701922,2.430424751,9.782672669,1.051318398,0.737219448,1.595062238,5.005062331,4.311114757,1.04410175
HP,1.600949216,0.052573874,0.383436039,0.652407223,0.745648303,0.723040212,2.764521596,0.396673223,0.337372599,1.494313693
HP1BP3,25.6431884,25.63183651,19.4449656,8.139334962,19.98953838,44.50413161,26.3021356,12.637491,15.12468002,32.1360573
HPAT5,0.012496307,0,0,0,0,0,0,0,0,0
HPCA,0.185467545,0.08563389,0.027392633,0.458508244,0.067885546,0.042147064,0.135544621,0.124252527,0.067485222,0.423301317
HPCAL1,5.170630175,2.188733759,8.977568956,7.550806429,3.20529272,4.330379891,5.082979891,10.69946837,10.7960712,4.276799104
HPCAL4,0.124031265,0.229070368,0.05129264,0.079362283,0.012381382,0.055566319,0.068699635,0.033237509,0.061893511,0.167018616
HPD,0.099265022,0.01018501,0.643452775,0.216529866,0.077070776,0.064450695,0.120909202,0.055418186,66.27856063,0.113278619
HPDL,2.803307599,1.074546737,29.46229812,0.76917505,0.18857096,2.296011502,0.863205215,3.189148193,3.92378361,0.500122668
HPF1,11.42598471,8.722737995,10.88749049,15.98018557,8.22289673,18.89168361,26.68624389,14.19832444,10.85384184,9.938226669
HPGD,0.35842411,8.093651455,9.841105872,0.301081861,0.177786707,0.778374157,0.310841307,0.186431227,10.30384237,0.393780982
HPGDS,0.384834174,1.776852508,3.625581229,7.122611977,4.068598464,1.1016764,0.753580644,0.214847197,1.86400695,0.771861512
HPN,0.713768372,3.591536013,0.037650012,0.370705964,1.03242266,0.145414497,4.862018467,13.9734496,18.26338353,0.112206158
HPN-AS1,0.175215128,0.212362905,0,0,0.010931747,0.042661314,0.21482388,0.311801252,0.22200305,0.662337262
HPR,0.932721277,0.035299601,0,0.01111789,0,0.037229283,0.008822143,0.025609398,0.035766569,0.026173693
HPRT1,14.11274781,22.08902989,28.54551829,11.48497164,14.27715793,50.09938261,28.80087294,44.46818015,21.60588529,20.61140739
HPS1,12.84292018,6.687799488,9.93858037,9.816020584,11.36011654,7.455927778,8.90909912,11.61254054,9.812809917,10.7369582
HPS3,2.484989394,9.338821019,5.567786092,0.640913635,4.656833412,9.929816393,8.890903335,3.638040901,4.313904039,6.681989927
HPS4,2.972758171,2.390943954,2.670789295,1.676757583,2.68150424,2.313733328,3.135288973,1.801137296,2.632999315,4.20145795
HPS5,3.526384897,17.93227434,5.253510632,0.740144162,13.0780401,7.957101048,5.749464197,4.832624309,3.884895422,8.212197999
HPS6,8.415005827,3.140904964,10.97362923,9.933072591,7.597799479,4.312722276,6.64338304,11.97710634,8.890874992,5.34500608
HPSE,0.938612707,2.559322043,4.285928691,1.160207474,1.608460362,3.638754367,1.29671106,2.493430984,1.732038328,4.111910682
HPSE2,0.317396597,0.089985639,0.180932231,0.012146439,0.069482491,0.184386426,0.067468138,0.0746096,0.12156804,0.0285951
HPX,0.284754743,0.209736602,1.747362275,0.300712734,0.108287822,0.161774617,0.488971683,0.346336952,1.284582272,0.201162361
HPYR1,0,0,0,0,0,0,0,0,0,0.014304021
HR,8.589859818,1.141305555,9.772764485,2.160039888,3.467688578,2.775870306,6.432390429,2.459598387,0.810706177,1.992486305
HRAS,16.13297545,4.923018736,10.48218336,49.26790229,8.145130397,4.720126957,10.98599424,17.05732302,8.903702101,9.629537983
HRAT17,0,0,0,0.071527681,0.012275009,0,0.08513676,0.164759761,0,0.028065032
