,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
CYFIP1,17.16723701,17.42723014,11.50367428,13.10095487,25.71571047,14.27697438,11.37850872,10.58464153,12.20669788,12.85829749
CYFIP2,1.839243633,4.958080957,12.3549055,6.033172335,2.036431466,9.129465991,1.520097804,2.258791803,6.688008681,3.574501548
CYGB,4.158659992,1.859055984,10.92810854,2.307034145,8.608573283,4.231860975,0.661321434,1.574129773,4.828482765,5.719089686
CYHR1,13.50767286,7.287585458,8.883746131,5.923266557,9.397074384,6.773223477,13.06828014,10.08432284,14.13263034,6.200008113
CYLC1,0,0,0,0,0,0,0,0,0,0
CYLC2,0,0,0.007250121,0,0,0,0,0,0.058143468,0
CYLD,3.443139142,9.351669782,9.649310322,7.180862577,5.042758555,6.97041221,8.912849205,6.19216703,6.662697387,5.489304204
CYMP,0,0,0,0,0,0,0,0,0,0
CYMP-AS1,0,0,0,0,0,0,0,0,0,0
CYP11A1,0.652065248,0.068279378,0.108716513,0.139203742,0.298971308,0.322436331,0.454712728,0.016518461,0.371491955,0.058347398
CYP11B1,0.006765216,0.003148456,0,0,0,0,0,0,0.01258531,0.004842862
CYP11B2,0.004845793,0,0,0,0,0,0,0,0.04507307,0
CYP17A1,0.025210718,0.13297159,0.01462015,0.035880114,0.081593582,0.057814799,0.071438231,0.051092097,0.070349131,0.006015675
CYP17A1-AS1,10.97036854,21.31591216,21.59312037,17.31585811,13.07916595,28.05974969,19.73371404,11.8807206,22.29377825,10.12030509
CYP19A1,0.377729488,0.029821704,0.001955823,0.03599919,0.061853078,0.014501668,0.010751297,0,0.009411013,0.036213838
CYP1A1,0.004141848,0.01156542,0.048038649,0,0.008936628,0.078361354,0.004401198,0.008393879,0.053935472,0.065228484
CYP1A2,0.005215267,0.004854254,0,0,0,0,0,0,0,0
CYP1B1,8.970689523,54.54620588,18.26005852,10.58543308,9.371512677,16.92645049,211.8823756,25.6831124,6.086420291,5.161701504
CYP1B1-AS1,0.128001297,0.387652009,0.18169795,0.111478732,0.119541056,0.095291164,1.488059448,0.20907487,0.113729154,0.030087262
CYP20A1,1.664020869,1.825497264,2.390660189,3.626265843,2.57374655,3.004905859,1.235820778,1.812418447,2.931377104,2.588643719
CYP21A1P,0.498061976,4.535070558,0.083720325,0.287647712,0.342638768,4.357691491,1.572406744,0.058514405,0.201422424,0.144681417
CYP21A2,0.195630782,3.450582252,0.0623974,0.090487616,0.232155728,2.304850866,0.452140273,0.06938151,0.263850219,0.091027156
CYP24A1,0.025073197,0.043341208,0.066470397,0.10705318,0.370964577,0.030803265,0.049480237,0.333916609,0.159920885,0.174357655
CYP26A1,0.296799938,0.004455722,0.033313478,0.11582162,0.051644211,0.032934204,0.020347396,1.241796966,0.097959613,0.692219631
CYP26B1,0.947537595,5.917493901,3.747747437,0.520844749,1.034465976,2.981303989,1.549493799,0.661174861,1.377440196,0.909805219
CYP26C1,0.006520279,0.012137861,0.011343682,0.004639859,0.007034216,0,0,0,0.048518619,0.121355636
CYP27A1,28.43065004,22.34295325,67.61484978,59.62502733,93.01812412,10.97586732,66.62005671,66.91608251,27.60259671,41.82386678
CYP27B1,1.162167693,3.179717262,0.436516314,3.066682382,1.998895175,0.640206465,0.571324135,2.656992016,1.469528818,1.515838264
CYP27C1,0.041183307,1.082156093,0.106554666,0.951325017,2.85715414,0.010897401,0.127919927,0.616336103,0.053039893,2.594324617
CYP2A13,0,0,0.009488945,0,0,0,0,0,0,0
CYP2A6,0.024572105,0.12007363,0.014249807,0.087428084,0.092781188,0,0.006527684,0.01244947,0.90280035,0.008794938
CYP2A7,0.005508033,0.005126754,0,0.023517241,0.011884367,0,0,0,0.020493153,0
CYP2B6,0,0.00368972,0,0,0,0,0,0,0.051621161,0.005675418
CYP2B7P,0.049011191,0.166181769,0.077146714,0.05480605,0,0.012042379,0.044640105,0.035473638,0.13676305,0.716726861
CYP2C18,0.017651673,0.038336163,0.068243491,0,0,0,0.143803415,0.214637518,0.065674706,0
CYP2C19,0,0,0,0,0,0,0,0,0,0
CYP2C8,0.149411012,0.216328687,0.051345861,0.448913118,0.191037379,0.019035483,0.023520989,0.280367302,0.133827221,0.095071536
CYP2C9,0.004686182,0.034894351,0,0.020008245,0.020222213,0.01611997,0.019918466,0.009497027,0.00871769,0.006709182
CYP2D6,0.273712929,0.617942811,1.614328682,0.505586985,1.47015403,0.420689635,0.507443912,0.17703422,0.400849586,0.200105542
CYP2D7,0.201447768,0.193362566,0.467292772,0.376296664,0.814973064,0.238204647,0.08027318,0.344464725,0.128821226,0.315450302
CYP2E1,0.041405567,0.461096146,0.102907864,0.119962127,0.730660638,0.048324723,0.633260636,0.101893888,0.1595552,0.069865869
CYP2F1,0,0.030960869,0.005511448,0,0,0.016346101,0,0,0.433159124,0
CYP2G1P,0.005665969,0.031642547,0.006571595,0.040319284,0,0.0292355,0,0,0.073782694,0
CYP2J2,4.748760579,0.252447205,4.564065309,7.92326517,3.203198479,0.351911335,11.46752044,4.310481292,13.48130386,0.476868016
CYP2R1,2.851120462,2.398646619,3.628380668,3.013039722,3.623044929,2.06988119,1.650405442,2.158003759,3.14133345,1.271939686
CYP2S1,3.489982701,2.257751898,1.550224261,4.029941876,2.189613899,2.920406757,3.161443096,1.003234979,3.03899761,7.611826146
CYP2T1P,0.642163751,0.989315937,1.142889935,0.724843454,1.218337165,0.437986472,0.882380286,0.695581457,3.563248885,0.745016812
CYP2U1,1.320968294,1.066604554,3.391748501,2.102559376,0.679812669,1.517339731,1.604563775,0.378385476,1.328555344,1.747543815
CYP2W1,0.025653171,0.1671418,0,0,0.011070075,0.008824419,0.016355697,0.010397755,0.028633509,0.176292045
CYP39A1,1.024398487,0.221345263,2.068626696,10.2901422,0.789387818,0.110119445,7.911376453,12.28946403,0.255225713,1.35531947
CYP3A4,0.004529528,0.07167173,0.015760531,0,0,0.015581098,0.004813154,0.009179552,0.016852535,0.012969804
CYP3A43,0.016185721,0.09039185,0.012515188,0.007678553,0,0.027838582,0.011466148,0.087472046,0.040146995,0.007724337
CYP3A5,0.065524396,0.145585804,0.073546023,0.135370004,0.063848234,0.076344137,0.024706473,0.034268873,0.078641826,0.045392386
CYP3A7,0.013585341,0.151739195,0.05514869,0.029002164,0.029312312,0.029207584,0.028872028,0.027532082,0.037909152,0.019450061
CYP46A1,0.012170444,0.073631856,0.12880594,0.028146758,0.075495972,0.096812897,0.071128859,0.021581567,0.175464949,0.028314585
CYP4A11,0,0,0.008483947,0.02602615,0,0.025162071,0.01554562,0,0.027215328,0
CYP4A22,0,0.003431564,0.00427605,0.010494089,0,0.107797858,0.003917625,0,0.048009418,0
CYP4B1,0.024671529,0.072718415,0.147843803,0.175563679,0.088720574,1.357879145,13.91216184,0.11666521,74.92582333,0.052983147
CYP4F11,0.003532965,2.439996343,0.274543207,0.015084438,0,0.157989312,0.991105664,0.042959483,1.340762085,0.005058127
CYP4F12,0.02924682,2.497026291,0.53657672,0.113520899,0.08031442,0.054875979,1.844913001,0.032330002,1.009016804,0.03045274
CYP4F2,0.004528087,0,0.005251838,0,0,0.015576139,0.004811622,0,0.0589651,0
CYP4F22,0.075333389,0.155262703,0.118579518,0.934303331,0.174152716,0.305413674,13.26551744,0.010905058,0.500508821,0.100150528
CYP4F29P,0.091147196,0.023137576,0.672736938,0.294821554,0.143027694,0.228026686,0.387418221,0.167926461,0.231219334,0.071179068
CYP4F3,0.007283574,2.031556829,0.059134266,0.027642791,0.020953801,0.012527362,1.029373398,0,0.365839492,0.128610211
CYP4F30P,0,0,0.00535408,0,0.009960194,0,0.004905294,0,0.008587575,0
CYP4F35P,0.628036349,0.050631375,0.378548564,0.119646108,0.07468934,0.26366824,0.021019278,1.352954951,0.027598443,0.184079247
CYP4F62P,0,0,0,0,0,0,0,0,0,0
CYP4F8,0.008074488,0.411476578,0.004682541,0.040220888,0.00871093,4.100341139,0.047190486,0,5.741756522,0.326575718
CYP4V2,1.764080181,5.201361071,1.18455168,5.727430117,1.239536885,1.841434073,1.991700348,1.493540373,2.156322857,1.64705596
CYP4X1,0.686794184,1.309688508,0.498664935,13.93067017,0.445761693,13.75243442,37.32655614,0.463952867,5.401409481,0.311771582
CYP4Z1,0.0356394,0.046441304,0.024801517,0.943434881,0.015379418,22.74151354,10.85383748,0.014445377,5.80786825,0.163279172
CYP4Z2P,0.008903159,0,0.144566874,0.12671054,0,5.558605315,0.340583329,0.036086325,14.14439181,0
CYP51A1,0.803207458,0.663095442,0.87488356,0.775341609,0.180838402,0.636679445,0.60116218,0.3255564,0.727612549,1.004954445
CYP51A1-AS1,0.057736552,0.035826597,0.050223701,0.027390388,0.020762475,0.049651905,0.046013879,0.009750752,0.035802376,0.006888426
CYP7A1,0.009645592,0.026933707,0,0.027455382,0,0,0.01024957,0.009773889,0.026915498,0.020714315
CYP7B1,2.026229537,1.514578428,2.545332674,4.472026967,1.802559471,2.18751236,14.21049864,3.777852329,1.287391155,2.990201877
CYP8B1,0,0.03876408,0.081744668,0.04559411,0.034561269,0.049590413,0.371059355,0,0.44101578,0.018346387
CYREN,3.620314723,7.665215293,5.067296566,6.172301164,4.367199831,4.704552974,7.088836374,4.849748374,5.352075051,5.397556494
CYS1,0.534708677,0.35815429,1.18818461,0.590310003,1.013539854,0.524298187,0.217717857,0.182294879,2.956261416,0.379192506
CYSLTR1,1.190073211,1.290724551,1.409909781,2.206200862,0.683264679,1.541735762,0.569880501,1.268009057,1.235217318,0.884817188
CYSLTR2,1.281829549,6.049304616,1.477496979,1.338079344,0.234287057,0.45551217,0.574105655,0.203956252,0.650340963,0.515672827
CYSRT1,0.329080539,1.613184389,0.368956827,0.140505088,0.402354988,1.037668664,0.629435806,0.177844091,1.163156259,0.20416191
CYSTM1,14.07097679,12.91513375,9.341912332,15.42951638,13.1499727,10.71757385,13.65819686,11.71793148,15.51675385,8.65103119
CYTH1,10.62364838,12.62246879,25.47121135,15.74116838,7.696103645,10.36050857,9.198770861,7.384870385,14.76603525,16.89629883
CYTH2,12.15502869,9.173175783,7.880144541,7.056789682,6.643714587,12.45507946,4.391233064,10.21843727,12.56405676,10.2627244
CYTH3,8.358018649,3.723286682,11.66567482,6.620455556,4.022152131,7.802797982,3.316198215,2.457355679,7.687615563,8.153943398
CYTH4,9.236973626,11.61531605,10.90353753,10.70753219,4.583920347,7.63375404,11.25576954,6.388087737,10.21130282,6.569283451
CYTIP,4.449127925,14.26610428,17.94537836,14.06397545,8.041479651,15.02613461,4.648335417,14.98002492,15.40299836,9.530921522
CYTL1,0.212770418,0.105622381,1.990682352,0.686384553,0.550899041,4.123079985,0.226093453,0.201227132,1.424938134,0.467087501
CYTOR,4.832983185,2.149591951,3.705147626,4.587515511,7.29238967,2.202027019,8.678918197,3.345492561,9.251164062,4.202300829
CYYR1,6.31208918,2.424665893,10.64549559,12.16388597,4.032195269,5.087326161,0.828580125,9.163694514,3.322544901,10.17206493
CYYR1-AS1,0.019158697,0.010699493,0.022220948,0.016360095,0,0.006590389,0,0.007765412,0.028512692,0.010971762
CZIB,8.500836543,4.158357499,7.737616394,6.231995434,9.078525071,7.9567408,7.136208775,11.13606925,11.97410744,5.134260244
D21S2088E,0,0,0,0,0,0,0,0,0,0
D2HGDH,1.743707115,2.297791992,3.669728747,2.305219727,2.006170671,4.959844993,3.522500881,3.894281106,3.654929874,1.423790356
DAAM1,2.287091312,2.363655744,4.359467061,3.606594564,4.567916925,4.022766087,2.045010218,4.163985221,6.273289347,1.878701246
DAAM2,7.5426394,0.54783896,1.635720847,1.686228809,1.513219071,2.077248072,0.19291081,1.479408435,0.959847514,1.414481214
DAAM2-AS1,0.195121297,0.025116907,0.178157926,0.088627127,0.067181176,0.099965449,0.041908987,0.079927997,0.034753744,0.044577787
DAB1,0.081050833,0.012280981,0.050282108,0.029508716,0.032535579,0.016209667,0.01001465,0.042019436,0.05610367,0.045876299
DAB1-AS1,0.003281192,0,0.019028224,0.004669821,0,0,0,0,0.006103991,0
DAB2,6.985492426,14.63580161,8.450569244,15.34434594,5.652570941,13.37817934,9.812963702,4.289264396,10.37137814,6.342735679
DAB2IP,5.240460157,12.10684766,11.6046676,7.068136369,11.59546674,8.151854024,7.334299882,7.156804861,8.004917116,7.371919637
DACH1,0.092401875,0.498832515,0.223528141,0.304345127,0.20506652,0.613001551,0.061718045,0.03210203,0.196451338,0.071815264
DACH2,0.038402859,0,0.349295373,0,0.065415511,0.003476362,0.002147765,0.004096175,0.124081249,0.028937458
DACT1,0.383406923,1.244609208,1.778756703,2.13757577,2.898811393,3.019252343,0.151517862,0.186226331,2.458062359,1.769251648
DACT2,0.020213945,0.01881469,0.152391609,0.321250076,0.261686828,0.115889717,0.046539309,0.020482813,0.07520788,0.154347728
DACT3,0.236191966,0.23713318,0.800285724,0.540106927,1.477319202,0.54317171,0.157920998,0.236644437,0.552936677,0.676309578
DACT3-AS1,0.046774516,0.123353919,0.099459746,0.077664882,0.134563589,0.067041408,0.066271192,0.015798889,0.145024145,0.111611379
DAD1,64.48042633,100.9569569,117.8983496,164.016601,172.0645503,157.9049172,111.6270761,182.2400924,225.0997292,140.2138669
DAG1,24.03404199,45.13474111,24.31930078,20.65781539,26.67115013,18.63093595,18.743144,21.37796503,11.828486,28.36018056
DAGLA,1.539617143,2.286425498,3.637331818,2.388158033,3.199303675,1.419666145,1.785707589,0.711183291,0.841313858,4.146701035
DAGLB,6.980151168,5.02226761,5.879797973,6.441056021,3.391851065,5.35230598,7.015372947,3.456350169,6.607530329,3.227345018
DALRD3,4.636800204,4.628728017,4.768429574,3.316065081,2.51781376,11.73661621,4.3358854,4.338258339,6.915036396,3.302644968
DANCR,36.60481168,17.05575534,27.53582735,10.42102973,32.09448338,26.77255334,5.021728541,18.09474123,26.65223271,27.23305437
DAND5,0.142486216,0.039786898,0.107419423,0.131811956,0.061486868,0.012253437,0.181689922,0.072190719,0.013253333,0.26519579
DANT2,0.088963075,0.006369604,0.079371217,0.038957853,0.044296275,0,0.021815463,0.013868674,0,0
DAO,0.051295772,0.003410354,0.00424962,0.015643841,0,0,0.015573645,0,0.013632195,0.010491412
DAOA,0,0,0,0,0,0,0,0,0,0
DAOA-AS1,0,0,0,0,0,0,0,0,0.01066354,0
DAP,32.1203102,63.5958571,80.20867196,86.88533824,62.39017686,66.80683244,37.54114625,51.29198076,53.42991976,20.47816426
DAP3,92.01817257,45.09864739,47.04374247,36.91306711,42.31921123,36.6518356,46.11222957,72.97482256,40.634893,48.34325978
DAPK1,10.78184891,5.524731201,9.059306138,10.76410805,4.001300896,7.783073119,7.323977622,5.179382202,4.769213524,9.611679493
DAPK1-IT1,0.020266736,0,0,0,0,0,0,0,0,0
DAPK2,0.39299482,2.405852932,1.194075587,2.616576379,0.705866939,0.71907475,3.320832027,1.222202879,0.651367445,0.797584327
DAPK3,34.93673479,11.6230191,19.01203654,12.91694887,23.73441608,10.28723858,16.8774229,15.98040532,19.76255343,19.37042371
DAPL1,0.037813285,8.36779278,0.054821515,3.215517803,0.02039689,0.016259212,0,1.590124109,0.175859844,0.02706854
DAPP1,5.261704527,7.005547253,7.673746437,7.57309448,7.154608154,4.589491432,2.662623257,9.788502808,4.917444141,9.803849787
DARS1,15.66273335,16.37980716,15.07067213,22.94207025,13.94915531,24.18968894,25.01984099,25.95973231,16.31928089,16.58856792
DARS2,10.22017047,13.15266351,7.161437495,7.30016209,6.274269001,12.76903469,12.38464225,12.00527161,7.267816817,6.907485745
DARS-AS1,0.179844903,0.123025703,0.108065012,0.228202479,0.299212367,0.458395369,0.789752306,0.254692728,0.072556247,0.111679373
DAW1,0.029104498,0.148993999,0.011252149,0,0,0,0.005154489,0.01966108,0.036095338,0.013889585
DAXX,46.00946206,21.51168141,34.51126588,29.58225632,22.62084079,33.48612183,27.24479179,41.10902088,28.62673316,37.83066778
DAZ1,0,0,0,0,0,0,0,0,0,0
DAZ2,0,0,0,0,0,0,0,0,0,0
DAZ3,0,0,0,0,0,0,0,0,0,0
DAZ3,0,0,0,0,0,0,0,0,0,0
DAZ4,0,0,0,0,0,0,0,0,0,0
DAZ4,0,0,0,0,0,0,0,0,0,0
DAZAP1,31.42952457,13.42231047,16.45644048,13.43507685,12.21753954,13.68847685,13.02809894,23.59659699,16.55727786,20.1742632
DAZAP2,44.28296301,53.29080619,45.66571938,51.70023076,30.59019149,51.81378999,31.28877487,46.36116715,51.58068019,28.79606686
DAZL,0.019591364,0.784113824,0.054534649,0.156142562,0.109905024,0.458267071,0.045799854,0.119111705,0.160361317,0.050487934
DBET,0.008461046,0.019688382,0.004906713,0.006020917,0,0.007276275,0,0.025720761,0.007870029,0
DBF4,4.550981123,8.388109253,3.352102985,5.403387543,4.159510135,5.92664767,4.855742116,6.108840731,4.995390374,5.946721489
DBF4B,1.89935561,1.362044281,1.75034526,1.861623596,1.25005874,1.147143592,1.208010634,0.992570869,1.192603398,2.357294487
DBH,0.133830848,0.867176372,1.635799433,0.58605917,0.144379574,0.27444773,0.065635813,0.125179334,0.373447667,0.338993317
DBH-AS1,0.545411121,3.126421246,4.983555079,2.129909992,1.162451061,0.8465584,0.226170967,1.172729629,2.152988183,1.237952299
DBI,67.12720974,55.19692398,85.70272137,56.83901517,101.7330432,49.87650927,101.717381,69.31865083,231.0922757,40.74627174
DBIL5P,0.159438722,0.143455276,0.234235521,0.037819097,0.057335298,0.118831333,0.310607529,0.032311886,0.118641344,0.152178384
DBIL5P2,0.016817079,0.007826481,0.019505054,0.011967107,0.036285247,0.028924484,0.035740226,0.017040764,0.078211899,0.048153846
DBN1,35.61953866,11.49106614,26.93908259,19.61941548,29.19213669,50.63243698,23.34019679,57.2885664,50.21939097,19.44990169
DBNDD1,8.861221019,1.232751636,5.39709863,9.543051864,24.21314289,10.89944119,25.90369666,10.65213165,24.19642043,6.173220481
DBNDD2,3.031783445,0.560550472,1.241774752,0.651990827,1.69923653,0.424951324,0.404754179,1.32481462,0.813924403,2.269781337
DBNL,14.34480117,13.00042991,13.84392427,13.10262688,6.416512724,12.30990389,12.73995804,9.591138412,16.13204944,9.149659132
DBP,2.276272817,3.217516135,2.168566226,3.258176432,1.904509691,2.112716117,3.858076559,3.053369574,3.215340867,1.637245466
DBR1,9.031601502,8.066972028,6.44907465,9.130978057,3.526305921,6.063322491,7.736073695,5.839589528,6.281702481,9.404583184
DBT,5.486735978,2.686440505,1.896413126,6.121259184,1.471993875,3.041715459,3.128485563,2.668255336,1.695305695,2.596818498
DBX1,0.247430411,0,0,0.014672713,0,0,0,0,0,0
DBX2,0.020281181,0.009438636,0,0.036080442,0.087519084,0.034882557,0.005387782,0,0.037729018,0.007259115
DCAF1,6.611962678,8.998416946,6.254535343,7.151517728,2.908827548,5.905839983,5.266728537,5.241210652,4.138714676,8.246963003
DCAF10,5.18359718,9.056982362,5.887760994,4.649584483,3.473872271,10.6473234,4.808529222,6.478251654,4.597113403,5.442467612
DCAF11,9.656604974,15.5676474,13.41930542,18.87081917,14.65736543,14.05008421,12.63255452,10.84301421,15.44667013,13.77077892
DCAF12,12.36701156,25.99915662,24.42489559,15.63596521,12.06915084,19.34755464,11.95329821,13.86478511,16.06101112,18.02129699
DCAF12L1,0,0,0,0,0,0,0,0,0,0
DCAF12L2,0.510619057,0.065233527,1.288980745,0.014249363,0.043205234,0.086101737,0,0.771043621,0.05587665,0.774053582
DCAF13,16.18370797,9.731347403,14.92989677,11.19282866,9.747458212,6.096912787,10.48029383,13.45580545,13.80169043,11.37249459
DCAF15,17.24951792,11.57871976,13.64796521,11.85769303,13.37370523,11.43756752,12.18741704,15.78461659,17.78762035,16.82632946
DCAF16,4.422381893,6.107014907,8.617256895,7.004514461,5.666510875,11.59993142,5.264343814,4.184852229,4.017298301,4.436702954
DCAF17,1.425140355,2.720426366,3.74117999,3.01993068,2.07668945,4.026687127,3.707956254,1.958096658,2.077394643,1.864793358
DCAF4,4.160342189,5.649555412,4.006312313,2.568684426,4.020738221,2.661415347,3.025790197,2.686462303,10.5327001,5.036610967
DCAF4L1,0.05366523,0.410703288,0.124485737,0.097592607,0.141521587,0.03589497,0.117219253,0.018126345,0.061009214,0.064026855
DCAF4L2,0,2.998055244,0,0,0,0,0,0,0,0
DCAF5,4.73727073,8.215240679,7.879632832,9.00251885,4.0078597,10.90903926,6.021730421,3.70883454,11.13875472,6.011271813
DCAF6,27.07599283,25.67212396,10.51936721,14.41723216,20.75695642,14.88928425,24.68620933,12.90762506,16.67507443,6.082298029
DCAF7,24.54227436,30.08594088,36.87250911,19.93114593,16.17270147,23.63273344,14.77091626,12.07695946,15.21998073,27.2155648
DCAF8,13.14149972,8.526315204,12.38411305,8.038488612,14.94203218,10.67563945,7.79717757,11.00950621,10.32233771,7.409865772
DCAF8L1,0,0.007875353,0,0.024083669,0,0,0,0,0,0
DCAF8L2,0.003197853,0.047623847,0,0,0,0,0,0,0,0
DCAKD,10.8737546,8.728586614,12.19254481,11.86750174,8.026363162,13.94468374,13.51241593,8.179855515,9.918085623,8.150505626
DCANP1,0,0,0,0,0,0,0,0,0.050654366,0
DCBLD1,1.982092124,2.850836201,2.945014361,2.357704266,4.047058156,0.764354631,3.87763369,1.619449886,1.614640429,3.235035934
DCBLD2,1.909333615,2.438463271,2.501390876,2.500061673,2.905272229,2.072818754,1.157258625,2.250578011,1.908603419,1.91874751
DCC,0.018378665,0.01106888,0.016300653,0.052313352,0.041987214,0.052064072,0.001148793,0.140221147,0.004022326,0.03559945
